27.98,-0.41531,-1.1131
27.985,-0.050565,-0.69746
27.99,0.3385,-0.17955
27.995,0.72808,0.39643
28,0.98592,0.98743
28.005,1.016,1.536
28.01,0.89366,1.9806
28.015,0.81292,2.3016
28.02,0.88646,2.5434
28.025,1.0264,2.7637
28.03,1.0461,2.9566
28.035,0.85891,3.028
28.04,0.54277,2.8558
28.045,0.21848,2.388
28.05,-0.08857,1.6972
28.055,-0.43406,0.94078
28.06,-0.82392,0.25773
28.065,-1.1464,-0.29983
28.07,-1.2639,-0.73856
28.075,-1.1646,-1.059
28.08,-1.0003,-1.254
28.085,-0.96357,-1.3608
28.09,-1.1344,-1.4598
28.095,-1.4427,-1.5876
28.1,-1.7501,-1.675
28.105,-1.9373,-1.6077
28.11,-1.9332,-1.3413
28.115,-1.7252,-0.93421
28.12,-1.3813,-0.47584
28.125,-1.0371,-0.013908
28.13,-0.80898,0.44869
28.135,-0.70989,0.91642
28.14,-0.67188,1.3744
28.145,-0.64301,1.7804
28.15,-0.62606,2.0706
28.155,-0.6217,2.1879
28.16,-0.59131,2.1276
28.165,-0.52021,1.9564
28.17,-0.48893,1.7774
28.175,-0.62124,1.6618
28.18,-0.94711,1.6044
28.185,-1.3509,1.5392
28.19,-1.674,1.4026
28.195,-1.8479,1.1891
28.2,-1.9106,0.94209
28.205,-1.914,0.69265
28.21,-1.8518,0.42229
28.215,-1.6863,0.10194
28.22,-1.4253,-0.24437
28.225,-1.15,-0.53927
28.23,-0.95352,-0.71988
28.235,-0.85317,-0.79517
28.24,-0.7724,-0.83929
28.245,-0.6284,-0.93981
28.25,-0.43985,-1.1384
28.255,-0.32905,-1.39
28.26,-0.40166,-1.5788
28.265,-0.6391,-1.6087
28.27,-0.9357,-1.4965
28.275,-1.2311,-1.3582
28.28,-1.5581,-1.2973
28.285,-1.9381,-1.3326
28.29,-2.2777,-1.4425
28.295,-2.4338,-1.6307
28.3,-2.3803,-1.9054
28.305,-2.2475,-2.2256
28.31,-2.162,-2.5254
28.315,-2.0925,-2.7895
28.32,-1.903,-3.0529
28.325,-1.5265,-3.3239
28.33,-1.0141,-3.5535
28.335,-0.4131,-3.6995
28.34,0.31655,-3.7741
28.345,1.2054,-3.7979
28.35,2.145,-3.7445
28.355,2.9365,-3.5736
28.36,3.4752,-3.304
28.365,3.8347,-3.0129
28.37,4.1551,-2.7641
28.375,4.4946,-2.5611
28.38,4.8159,-2.3645
28.385,5.0791,-2.1219
28.39,5.2966,-1.7828
28.395,5.4946,-1.3243
28.4,5.6498,-0.78582
28.405,5.6798,-0.26989
28.41,5.503,0.10346
28.415,5.127,0.24347
28.42,4.6859,0.11033
28.425,4.3635,-0.27091
28.43,4.2481,-0.80657
28.435,4.27,-1.3733
28.44,4.3069,-1.8825
28.445,4.3389,-2.2933
28.45,4.4554,-2.5596
28.455,4.7049,-2.6063
28.46,4.9865,-2.4007
28.465,5.1317,-2.0273
28.47,5.0687,-1.6389
28.475,4.8639,-1.3206
28.48,4.6087,-1.0294
28.485,4.3218,-0.67404
28.49,3.9916,-0.2184
28.495,3.6779,0.31121
28.5,3.5066,0.88201
28.505,3.5426,1.4698
28.51,3.6999,2.022
28.515,3.8182,2.4427
28.52,3.8266,2.6299
28.525,3.7963,2.5247
28.53,3.8204,2.1353
28.535,3.8852,1.543
28.54,3.9108,0.88656
28.545,3.8973,0.30662
28.55,3.9527,-0.12373
28.555,4.1349,-0.4138
28.56,4.3233,-0.59771
28.565,4.325,-0.67691
28.57,4.0999,-0.6282
28.575,3.8105,-0.44436
28.58,3.6305,-0.13785
28.585,3.573,0.28603
28.59,3.5487,0.82417
28.595,3.5285,1.4373
28.6,3.5542,2.0508
28.605,3.6022,2.6201
28.61,3.5364,3.1743
28.615,3.2437,3.7617
28.62,2.7627,4.3493
28.625,2.2241,4.8024
28.63,1.7023,4.9794
28.635,1.1869,4.8355
28.64,0.68413,4.4293
28.645,0.27106,3.848
28.65,0.019738,3.1456
28.655,-0.091462,2.345
28.66,-0.15876,1.4705
28.665,-0.25887,0.56029
28.67,-0.38434,-0.34575
28.675,-0.44607,-1.217
28.68,-0.32314,-2.0224
28.685,0.058925,-2.7118
28.69,0.66158,-3.211
28.695,1.3503,-3.4465
28.7,2.0014,-3.385
28.705,2.5852,-3.0538
28.71,3.1258,-2.5176
28.715,3.6079,-1.8376
28.72,3.9721,-1.0572
28.725,4.2003,-0.22224
28.73,4.344,0.60655
28.735,4.4441,1.3749
28.74,4.471,2.0568
28.745,4.3945,2.6343
28.75,4.2824,3.0592
28.755,4.2644,3.2624
28.76,4.39,3.2171
28.765,4.5788,2.9779
28.77,4.7323,2.6349
28.775,4.8451,2.2356
28.78,4.953,1.7693
28.785,5.0054,1.2312
28.79,4.875,0.67964
28.795,4.5217,0.21315
28.8,4.0843,-0.10697
28.805,3.741,-0.30688
28.81,3.4967,-0.48199
28.815,3.1859,-0.73526
28.82,2.7034,-1.1174
28.825,2.163,-1.5965
28.83,1.7672,-2.0685
28.835,1.5611,-2.4035
28.84,1.4004,-2.5066
28.845,1.1638,-2.3611
28.85,0.90619,-2.0328
28.855,0.74792,-1.6369
28.86,0.67733,-1.2793
28.865,0.55334,-1.0048
28.87,0.29675,-0.78516
28.875,-0.0019524,-0.55753
28.88,-0.1966,-0.27345
28.885,-0.25521,0.087742
28.89,-0.27312,0.5358
28.895,-0.34584,1.0728
28.9,-0.47779,1.6741
28.905,-0.61448,2.2877
28.91,-0.72432,2.8656
28.915,-0.82786,3.3771
28.92,-0.95939,3.7732
28.925,-1.1116,3.958
28.93,-1.2125,3.8373
28.935,-1.154,3.4053
28.94,-0.86044,2.7626
28.945,-0.35799,2.0458
28.95,0.21004,1.3579
28.955,0.65271,0.76425
28.96,0.8522,0.30809
28.965,0.83543,-0.0099756
28.97,0.71437,-0.25165
28.975,0.54302,-0.50641
28.98,0.2569,-0.83155
28.985,-0.21411,-1.2305
28.99,-0.79244,-1.6635
28.995,-1.2726,-2.0456
29,-1.5155,-2.2508
29.005,-1.579,-2.1701
29.01,-1.6252,-1.7904
29.015,-1.7378,-1.206
29.02,-1.8784,-0.55303
29.025,-1.996,0.049862
29.03,-2.102,0.52122
29.035,-2.2179,0.83715
29.04,-2.2927,1.0499
29.045,-2.2081,1.2389
29.05,-1.8689,1.4172
29.055,-1.3001,1.5277
29.06,-0.68439,1.5569
29.065,-0.28503,1.5922
29.07,-0.26948,1.7033
29.075,-0.5856,1.8058
29.08,-1.044,1.7267
29.085,-1.5239,1.396
29.09,-2.0348,0.89517
29.095,-2.5593,0.31687
29.1,-2.9411,-0.32076
29.105,-3.0334,-0.97675
29.11,-2.919,-1.5009
29.115,-2.8589,-1.7413
29.12,-3.0048,-1.7018
29.125,-3.261,-1.508
29.13,-3.465,-1.2324
29.135,-3.5939,-0.83741
29.14,-3.7017,-0.29855
29.145,-3.7293,0.30226
29.15,-3.5293,0.84401
29.155,-3.0993,1.2677
29.16,-2.6689,1.5612
29.165,-2.4718,1.6876
29.17,-2.4808,1.5953
29.175,-2.4493,1.2976
29.18,-2.1965,0.90099
29.185,-1.7761,0.53879
29.19,-1.3563,0.28921
29.195,-1.0193,0.14247
29.2,-0.74209,0.020093
29.205,-0.52196,-0.16738
29.21,-0.42592,-0.44598
29.215,-0.50104,-0.74732
29.22,-0.70153,-0.96673
29.225,-0.93502,-1.0573
29.23,-1.1273,-1.0532
29.235,-1.2065,-1.0047
29.24,-1.0942,-0.92228
29.245,-0.80297,-0.79404
29.25,-0.50702,-0.6306
29.255,-0.39347,-0.46313
29.26,-0.41659,-0.31492
29.265,-0.31605,-0.20777
29.27,0.041793,-0.19053
29.275,0.42904,-0.31997
29.28,0.48352,-0.59467
29.285,0.1327,-0.93613
29.29,-0.34913,-1.2676
29.295,-0.72428,-1.6044
29.3,-1.0866,-2.0412
29.305,-1.6754,-2.6527
29.31,-2.484,-3.4312
29.315,-3.1955,-4.31
29.32,-3.5154,-5.1956
29.325,-3.4639,-5.9498
29.33,-3.3003,-6.3986
29.335,-3.2332,-6.4456
29.34,-3.2706,-6.1929
29.345,-3.3183,-5.8915
29.35,-3.3349,-5.7296
29.355,-3.3474,-5.6965
29.36,-3.3456,-5.6748
29.365,-3.2144,-5.6161
29.37,-2.8067,-5.5531
29.375,-2.0813,-5.4551
29.38,-1.1496,-5.1747
29.385,-0.18294,-4.602
29.39,0.70703,-3.8376
29.395,1.4833,-3.1464
29.4,2.1212,-2.7382
29.405,2.5938,-2.6308
29.41,2.9279,-2.713
29.415,3.2214,-2.866
29.42,3.5629,-2.9751
29.425,3.9511,-2.8803
29.43,4.3149,-2.4177
29.435,4.5843,-1.5613
29.44,4.7034,-0.48614
29.445,4.6016,0.55622
29.45,4.223,1.426
29.455,3.6087,2.1353
29.46,2.9091,2.7162
29.465,2.2883,3.111
29.47,1.8388,3.2342
29.475,1.5993,3.1167
29.48,1.5973,2.9209
29.485,1.8188,2.7872
29.49,2.1554,2.6982
29.495,2.4558,2.5282
29.5,2.6492,2.2109
29.505,2.7838,1.8132
29.51,2.9254,1.4442
29.515,3.0568,1.1474
29.52,3.1027,0.9249
29.525,3.0218,0.82871
29.53,2.8427,0.94888
29.535,2.6232,1.2927
29.54,2.4049,1.7472
29.545,2.1914,2.2212
29.55,1.9363,2.78
29.555,1.5606,3.5504
29.56,1.0233,4.492
29.565,0.38297,5.3552
29.57,-0.24287,5.9107
29.575,-0.78627,6.1509
29.58,-1.2673,6.1945
29.585,-1.7177,6.06
29.59,-2.1119,5.6448
29.595,-2.4035,4.9127
29.6,-2.5946,3.9775
29.605,-2.72,2.9629
29.61,-2.779,1.8906
29.615,-2.7394,0.78035
29.62,-2.6173,-0.22533
29.625,-2.5025,-0.9499
29.63,-2.469,-1.3658
29.635,-2.4841,-1.5918
29.64,-2.4384,-1.7267
29.645,-2.2537,-1.7859
29.65,-1.9272,-1.7887
29.655,-1.4723,-1.7746
29.66,-0.85812,-1.689
29.665,-0.0448,-1.3803
29.67,0.93447,-0.81193
29.675,1.9684,-0.20224
29.68,2.9679,0.15935
29.685,3.9528,0.20694
29.69,5.0041,0.12335
29.695,6.1267,0.11413
29.7,7.1941,0.27187
29.705,8.0502,0.63736
29.71,8.6391,1.2253
29.715,9.0013,1.9167
29.72,9.1637,2.4524
29.725,9.0996,2.6608
29.73,8.8087,2.6505
29.735,8.3726,2.685
29.74,7.8771,2.8993
29.745,7.309,3.2418
29.75,6.5929,3.6684
29.755,5.7188,4.2496
29.76,4.7583,5.0276
29.765,3.7302,5.8694
29.77,2.5185,6.5654
29.775,0.99757,7.0416
29.78,-0.77757,7.3854
29.785,-2.5657,7.6691
29.79,-4.1348,7.8356
29.795,-5.4179,7.7991
29.8,-6.465,7.5919
29.805,-7.3024,7.3305
29.81,-7.8923,7.0391
29.815,-8.2046,6.5743
29.82,-8.2629,5.7722
29.825,-8.1092,4.6501
29.83,-7.7812,3.4225
29.835,-7.3462,2.3262
29.84,-6.9066,1.471
29.845,-6.5155,0.8638
29.85,-6.1162,0.50875
29.855,-5.6311,0.41287
29.86,-5.113,0.51471
29.865,-4.732,0.69203
29.87,-4.5768,0.88364
29.875,-4.5242,1.1708
29.88,-4.371,1.7019
29.885,-4.0706,2.547
29.89,-3.768,3.6383
29.895,-3.6006,4.8166
29.9,-3.5437,5.8993
29.905,-3.488,6.7352
29.91,-3.4065,7.2678
29.915,-3.367,7.5636
29.92,-3.3899,7.7309
29.925,-3.3623,7.7761
29.93,-3.1251,7.5696
29.935,-2.6256,6.9924
29.94,-1.9701,6.1002
29.945,-1.3387,5.1001
29.95,-0.85032,4.1562
29.955,-0.48861,3.2485
29.96,-0.13952,2.2355
29.965,0.30193,1.0277
29.97,0.86828,-0.32431
29.975,1.5572,-1.683
29.98,2.3824,-2.9091
29.985,3.325,-3.8755
29.99,4.2447,-4.4531
29.995,4.9282,-4.5594
30,5.2771,-4.2591
30.005,5.3981,-3.7822
30.01,5.4509,-3.3879
30.015,5.4611,-3.1812
30.02,5.365,-3.069
30.025,5.1981,-2.9034
30.03,5.1002,-2.6586
30.035,5.0951,-2.4551
30.04,4.9821,-2.4269
30.045,4.5395,-2.5917
30.05,3.771,-2.8605
30.055,2.8637,-3.1451
30.06,1.9614,-3.4225
30.065,1.1054,-3.7006
30.07,0.37644,-3.9696
30.075,-0.061179,-4.2283
30.08,-0.12019,-4.538
30.085,0.10865,-5.0004
30.09,0.49253,-5.661
30.095,1.0108,-6.465
30.1,1.6804,-7.3257
30.105,2.4006,-8.2053
30.11,3.0152,-9.0801
30.115,3.5293,-9.8375
30.12,4.1257,-10.263
30.125,4.9066,-10.174
30.13,5.7073,-9.5543
30.135,6.244,-8.5567
30.14,6.3927,-7.375
30.145,6.2448,-6.1311
30.15,5.9203,-4.8631
30.155,5.4272,-3.5812
30.16,4.7288,-2.3199
30.165,3.8812,-1.143
30.17,3.0469,-0.11151
30.175,2.3804,0.75189
30.18,1.9246,1.4589
30.185,1.6133,2.0094
30.19,1.3562,2.3499
30.195,1.1111,2.3893
30.2,0.87864,2.0711
30.205,0.64955,1.4292
30.21,0.38988,0.56933
30.215,0.092047,-0.4077
30.22,-0.18542,-1.4583
30.225,-0.35889,-2.5686
30.23,-0.39414,-3.6861
30.235,-0.32217,-4.7042
30.24,-0.20009,-5.5239
30.245,-0.094251,-6.104
30.25,-0.095615,-6.422
30.255,-0.30156,-6.4129
30.26,-0.75618,-6.0118
30.265,-1.4281,-5.2844
30.27,-2.2542,-4.4607
30.275,-3.1752,-3.7712
30.28,-4.1163,-3.2452
30.285,-4.9777,-2.711
30.29,-5.6829,-2.0056
30.295,-6.2154,-1.1628
30.3,-6.5799,-0.39626
30.305,-6.7578,0.069456
30.31,-6.7484,0.14639
30.315,-6.6275,-0.094978
30.32,-6.4959,-0.51178
30.325,-6.3621,-0.99916
30.33,-6.1424,-1.5309
30.335,-5.8019,-2.1009
30.34,-5.4372,-2.6526
30.345,-5.1698,-3.1099
30.35,-5.0058,-3.4708
30.355,-4.859,-3.8099
30.36,-4.6733,-4.1608
30.365,-4.433,-4.4545
30.37,-4.0499,-4.6277
30.375,-3.3475,-4.74
30.38,-2.2319,-4.8927
30.385,-0.84238,-5.0525
30.39,0.53371,-5.0613
30.395,1.6878,-4.8537
30.4,2.5974,-4.5696
30.405,3.3413,-4.3839
30.41,3.9942,-4.2856
30.415,4.624,-4.1122
30.42,5.3035,-3.7754
30.425,6.0352,-3.3593
30.43,6.6734,-2.9936
30.435,7.0016,-2.7125
30.44,6.9339,-2.4744
30.445,6.6232,-2.2557
30.45,6.3474,-2.0685
30.455,6.2902,-1.9157
30.46,6.4399,-1.7869
30.465,6.6759,-1.7027
30.47,6.9146,-1.7317
30.475,7.1573,-1.948
30.48,7.4173,-2.3634
30.485,7.6412,-2.8771
30.49,7.7293,-3.2869
30.495,7.6332,-3.3942
30.5,7.4086,-3.1459
30.505,7.1527,-2.6737
30.51,6.901,-2.1735
30.515,6.6061,-1.7596
30.52,6.214,-1.4536
30.525,5.7229,-1.2628
30.53,5.1477,-1.1832
30.535,4.4603,-1.1176
30.54,3.6127,-0.87883
30.545,2.6185,-0.33574
30.55,1.5751,0.47453
30.555,0.58895,1.4185
30.56,-0.29191,2.4083
30.565,-1.0547,3.4128
30.57,-1.6749,4.3665
30.575,-2.151,5.1708
30.58,-2.581,5.8164
30.585,-3.1329,6.426
30.59,-3.8788,7.114
30.595,-4.6842,7.84
30.6,-5.3354,8.464
30.605,-5.8003,8.9287
30.61,-6.3051,9.32
30.615,-7.0885,9.7431
30.62,-8.1019,10.201
30.625,-9.0248,10.628
30.63,-9.5909,10.983
30.635,-9.8268,11.25
30.64,-9.9305,11.373
30.645,-9.9875,11.241
30.65,-9.9043,10.787
30.655,-9.5946,10.066
30.66,-9.1064,9.2155
30.665,-8.5212,8.3738
30.67,-7.829,7.6416
30.675,-6.9944,7.1066
30.68,-6.0932,6.8404
30.685,-5.2782,6.8367
30.69,-4.6243,6.9607
30.695,-4.1117,6.9873
30.7,-3.7706,6.7104
30.705,-3.7124,6.0291
30.71,-3.9341,4.9561
30.715,-4.1738,3.581
30.72,-4.0944,2.0456
30.725,-3.6202,0.52933
30.73,-3.0115,-0.79879
30.735,-2.5827,-1.852
30.74,-2.4074,-2.6452
30.745,-2.3171,-3.2268
30.75,-2.114,-3.6029
30.755,-1.7243,-3.7516
30.76,-1.1864,-3.6942
30.765,-0.5725,-3.5046
30.77,0.060115,-3.2319
30.775,0.68268,-2.8526
30.78,1.2852,-2.327
30.785,1.8436,-1.6692
30.79,2.2964,-0.92379
30.795,2.5747,-0.10593
30.8,2.6646,0.77111
30.805,2.6313,1.612
30.81,2.5743,2.2557
30.815,2.5559,2.6143
30.82,2.552,2.7547
30.825,2.4529,2.808
30.83,2.125,2.827
30.835,1.5196,2.771
30.84,0.7461,2.5996
30.845,0.025052,2.3233
30.85,-0.46641,1.9668
30.855,-0.72208,1.5346
30.86,-0.88424,1.0344
30.865,-1.0813,0.50544
30.87,-1.2708,0.010995
30.875,-1.2525,-0.37734
30.88,-0.87693,-0.58166
30.885,-0.24727,-0.53575
30.89,0.34517,-0.23243
30.895,0.73315,0.23854
30.9,1.062,0.70199
30.905,1.5726,0.96666
30.91,2.2297,0.93488
30.915,2.7105,0.68397
30.92,2.8112,0.41758
30.925,2.7259,0.29866
30.93,2.8033,0.35503
30.935,3.1012,0.58044
30.94,3.3228,1.0417
30.945,3.1746,1.7438
30.95,2.6622,2.4206
30.955,2.0244,2.6802
30.96,1.4913,2.4723
30.965,1.1299,2.2461
30.97,0.81651,2.4632
30.975,0.30874,3.0629
30.98,-0.56062,3.6295
30.985,-1.7029,4.0147
30.99,-2.8521,4.4902
30.995,-3.8558,5.22
31,-4.7956,5.886
31.005,-5.7856,6.0471
31.01,-6.7899,5.6774
31.015,-7.7288,5.1033
31.02,-8.6118,4.5325
31.025,-9.4076,3.9244
31.03,-9.9175,3.2677
31.035,-10.01,2.6641
31.04,-9.8997,2.0727
31.045,-9.9066,1.2589
31.05,-9.9178,0.15283
31.055,-9.4271,-0.96243
31.06,-8.2474,-1.8143
31.065,-6.8922,-2.5224
31.07,-5.9892,-3.3857
31.075,-5.5092,-4.4015
31.08,-4.8984,-5.259
31.085,-3.8872,-5.7635
31.09,-2.8129,-5.986
31.095,-2.0993,-5.9622
31.1,-1.7427,-5.5466
31.105,-1.4827,-4.7142
31.11,-1.2527,-3.777
31.115,-1.2243,-3.0732
31.12,-1.4941,-2.5697
31.125,-1.9248,-2.0067
31.13,-2.2775,-1.37
31.135,-2.3711,-0.96821
31.14,-2.1263,-1.0199
31.145,-1.5754,-1.3865
31.15,-0.83898,-1.811
31.155,-0.022334,-2.2513
31.16,0.85022,-2.8468
31.165,1.7402,-3.6719
31.17,2.5007,-4.6779
31.175,3.0039,-5.8224
31.18,3.3339,-7.0905
31.185,3.6959,-8.3738
31.19,4.1126,-9.4588
31.195,4.3628,-10.201
31.2,4.2912,-10.658
31.205,4.0422,-10.998
31.21,3.8803,-11.318
31.215,3.8912,-11.562
31.22,4.0059,-11.571
31.225,4.2411,-11.189
31.23,4.7099,-10.351
31.235,5.3688,-9.1199
31.24,5.9333,-7.6503
31.245,6.1574,-6.0834
31.25,6.107,-4.4905
31.255,6.0456,-2.8978
31.26,6.1016,-1.3225
31.265,6.17,0.24297
31.27,6.1307,1.8318
31.275,6.0227,3.4173
31.28,5.923,4.8212
31.285,5.7291,5.7685
31.29,5.1875,6.0873
31.295,4.1752,5.8599
31.3,2.8969,5.37
31.305,1.7438,4.8929
31.31,0.95074,4.5268
31.315,0.40892,4.1993
31.32,-0.18929,3.8083
31.325,-1.0594,3.3306
31.33,-2.192,2.7818
31.335,-3.4596,2.1052
31.34,-4.7657,1.174
31.345,-6.0445,-0.047249
31.35,-7.1633,-1.3827
31.355,-7.9197,-2.5552
31.36,-8.1779,-3.4153
31.365,-7.9784,-4.0095
31.37,-7.4822,-4.4336
31.375,-6.8283,-4.7139
31.38,-6.0691,-4.8661
31.385,-5.2059,-4.9574
31.39,-4.2249,-4.9968
31.395,-3.1017,-4.8068
31.4,-1.8379,-4.1437
31.405,-0.51904,-2.978
31.41,0.72021,-1.5727
31.415,1.8254,-0.25692
31.42,2.87,0.79839
31.425,3.9192,1.556
31.43,4.8891,1.9952
31.435,5.6236,2.1451
31.44,6.0926,2.1817
31.445,6.4149,2.3434
31.45,6.6553,2.7101
31.455,6.6923,3.141
31.46,6.357,3.4513
31.465,5.6437,3.5757
31.47,4.701,3.5265
31.475,3.6511,3.2825
31.48,2.5178,2.8008
31.485,1.3379,2.11
31.49,0.2424,1.324
31.495,-0.6379,0.57214
31.5,-1.3195,-0.049263
31.505,-1.9852,-0.494
31.51,-2.8657,-0.81077
31.515,-4.0847,-1.1643
31.52,-5.5497,-1.7252
31.525,-6.9595,-2.4902
31.53,-7.9873,-3.2473
31.535,-8.5272,-3.758
31.54,-8.7448,-3.9688
31.545,-8.8451,-4.0402
31.55,-8.8394,-4.1955
31.555,-8.621,-4.5456
31.56,-8.2248,-5.009
31.565,-7.864,-5.3523
31.57,-7.6579,-5.3299
31.575,-7.4486,-4.8367
31.58,-7.0111,-3.9524
31.585,-6.3963,-2.8436
31.59,-5.921,-1.6457
31.595,-5.7895,-0.45616
31.6,-5.8297,0.60982
31.605,-5.6805,1.438
31.61,-5.1787,2.017
31.615,-4.4736,2.4772
31.62,-3.7849,2.9863
31.625,-3.161,3.6111
31.63,-2.5326,4.2904
31.635,-1.9319,4.9166
31.64,-1.5388,5.412
31.645,-1.4643,5.7307
31.65,-1.5464,5.8252
31.655,-1.4391,5.6498
31.66,-0.92257,5.2133
31.665,-0.078703,4.6231
31.67,0.8622,4.0411
31.675,1.7986,3.5581
31.68,2.8056,3.1089
31.685,3.9052,2.5456
31.69,4.8805,1.809
31.695,5.4076,1.0019
31.7,5.3736,0.27081
31.705,5.0034,-0.35317
31.71,4.6443,-0.95514
31.715,4.4625,-1.5885
31.72,4.3815,-2.1709
31.725,4.2672,-2.5449
31.73,4.0862,-2.6253
31.735,3.8664,-2.4858
31.74,3.5887,-2.3209
31.745,3.2064,-2.3238
31.75,2.7668,-2.5746
31.755,2.446,-3.0163
31.76,2.4361,-3.513
31.765,2.8114,-3.8941
31.77,3.4824,-3.9425
31.775,4.2098,-3.4287
31.78,4.6631,-2.2844
31.785,4.5783,-0.76072
31.79,3.9573,0.68805
31.795,3.0754,1.7547
31.8,2.2007,2.4855
31.805,1.3283,3.1205
31.81,0.28088,3.8154
31.815,-0.95901,4.5902
31.82,-2.1644,5.4419
31.825,-3.1614,6.3341
31.83,-4.0756,7.0805
31.835,-5.1662,7.4126
31.84,-6.4851,7.2378
31.845,-7.8239,6.7164
31.85,-8.9647,6.0081
31.855,-9.8659,5.0607
31.86,-10.595,3.7755
31.865,-11.177,2.2959
31.87,-11.545,0.96856
31.875,-11.564,0.027184
31.88,-11.112,-0.5501
31.885,-10.213,-0.87018
31.89,-9.0916,-0.96087
31.895,-8.0182,-0.81663
31.9,-7.0993,-0.4615
31.905,-6.284,0.12602
31.91,-5.555,1.0425
31.915,-4.9755,2.2938
31.92,-4.548,3.6614
31.925,-4.2146,4.8459
31.93,-4.0658,5.7047
31.935,-4.3356,6.2346
31.94,-5.0313,6.3653
31.945,-5.7613,5.9377
31.95,-6.1916,4.9309
31.955,-6.5529,3.5703
31.96,-7.3613,2.1071
31.965,-8.635,0.55773
31.97,-9.7411,-1.2483
31.975,-10.15,-3.3931
31.98,-10.03,-5.7211
31.985,-9.847,-7.9422
31.99,-9.62,-9.8086
31.995,-8.9055,-11.196
32,-7.4559,-12.102
32.005,-5.5416,-12.629
32.01,-3.5615,-12.924
32.015,-1.6085,-13.086
32.02,0.44503,-13.07
32.025,2.6203,-12.693
32.03,4.7721,-11.735
32.035,6.7628,-10.083
32.04,8.5406,-7.8231
32.045,10.07,-5.2275
32.05,11.299,-2.6624
32.055,12.195,-0.45647
32.06,12.742,1.2193
32.065,12.909,2.4026
32.07,12.695,3.2554
32.075,12.179,3.8851
32.08,11.49,4.2561
32.085,10.713,4.3173
32.09,9.8693,4.1759
32.095,8.9599,4.0436
32.1,7.9729,3.9982
32.105,6.8715,3.9056
32.11,5.6316,3.6263
32.115,4.2995,3.1849
32.12,2.9789,2.6448
32.125,1.7746,1.9321
32.13,0.79668,0.96651
32.135,0.18009,-0.056402
32.14,-0.020184,-0.69309
32.145,-0.0081071,-0.63008
32.15,-0.23832,0.060814
32.155,-1.1208,1.0677
32.16,-2.7114,2.1185
32.165,-4.7146,3.0727
32.17,-6.7574,3.8816
32.175,-8.6079,4.5898
32.18,-10.169,5.3137
